"ccuspro","Spiru Haret University"
"ccutsau","University of Technology Sydney"
"ccvagus","Government of Virginia"
"ccxmucn","Xiamen University"
"ccxtucn","Xiangtan University"
"ccyeukr","Yeungnam University"
"ccyoruk","University of York"
"cdaauet","Addis Ababa University"
"cdagvmp","Government of the Northern Mariana Islands"
"cdagvus","Government of the United States"
"cdalqae","Al Qasimia University"
"cdbatuk","University of Bath"
"cdbrdfr","University of Bordeaux"
"cdcamuk","University of Cambridge"
"cdcgvfr","Government of France"
"cdclbus","Columbia University"
"cdcolus","Columbia University"
"cddepus","Center for Disease Dynamics, Economics and Policy (CDDEP)"
"cdepfch","Swiss Federal Institute of Technology of Lausanne"
"cdesgea","Canadian Development Economics Study Group - CDESG"
"cdetunp","Tribhuvan University"
"cdfeeus","Center for the Defense of Free Enterprise"
"cdfunbe","University of Namur"
"cdglauk","University of Glasgow"
"cdgoede","University of Gottingen"
"cdhowca","C. D. Howe Institute"
"cdhseru","National Research University Higher School of Economics"
"cdhuevn","Hue University"
"cdiccca","Government of Canada"
"cdifmin","Institute for Financial Management Research (IFMR)"
"cdiorcn","China Development Institute"
"cdjkuat","University of Linz"
"cdkulbe","University of Leuven"
"cdloyin","Loyola College"
"cdlseuk","London School of Economics (LSE)"
"cdmonau","Monash University"
"cdmtgus","Government of Montana"
"cdmtlca","Center for Interuniversity Research in Quantitative Economics"
"cdnancn","Nankai University"
"cdnaves","University of Navarra"
"cdnewus","The New School"
"cdnotuk","University of Nottingham"
"cdohsus","Ohio State University"
"cdppsbr","Center for Public Policy Debates"
"cdpsasa","Prince Sattam Bin Abdulaziz University"
"cdrcpdk","Danish Institute for International Studies"
"cdriikh","Cambodia Development Resource Institute (CDRI)"
"cdsacin","Centre for Development Studies (CDS)"
"cdsnukr","Seoul National University"
"cdsoauk","School of Oriental and African Studies (SOAS)"
"cdstauk","University of St. Andrews"
"cdstaus","Stanford University"
"cdtatin","Tata Institute of Social Sciences"
"cdtimes","Center for the Development of Industrial Technology"
"cduclbe","Catholic University of Louvain-la-Neuve"
"cdudein","University of Delhi"
"cdulbbe","Free University of Brussels"
"cdunbbr","University of Brasilia"
"cduqrmx","University of Quintana Roo"
"cdusjlb","Saint Joseph University"
"cduspfj","University of the South Pacific"
"cdutlpt","University of Lisbon"
"cdvlvca","Laval University"
"cdwilus","Williams College"
"ceaaaea","Canadian Economics Association - CEA"
"ceabcbr","Federal University of ABC"
"ceabduk","University of Aberdeen"
"ceabpit","Arnone-Bellavite Pellegrini Foundation"
"ceadrin","Asian Development Research Institute (ADRI)"
"ceagvgr","Government of Greece"
"ceagvus","Government of the United States"
"ceahujo","Al-Hussein Bin Talal University"
"cealbus","State University of New York-Albany (SUNY)"
"ceamabr","University of the Amazon"
"ceanaea","Chinese Economic Association in North America - CEANA"
"ceandco","University of the Andes"
"ceanges","Government of Andalusia"
"ceaoyjp","Aoyama Gakuin University"
"cearear","University of Buenos Aires"
"ceaskmk","Center for Economic Analyses"
"ceastea","College of Economists of Asturias"
"ceaubes","University of Barcelona"
"ceaukea","Chinese Economic Association (UK) - CEAUK"
"ceauvfr","University of Clermont-Auvergne"
"cebasiq","Basrah University"
"ceberea","Canadian Experimental & Behavioral Economics Research Group - CEBERG"
"cebgvcn","Government of China"
"cebiede","University of Bielefeld"
"cebitcn","Beijing Institute of Technology"
"cebjucn","Beijing University of Technology"
"cebkudk","University of Copenhagen"
"cebocit","Bocconi University"
"ceboutr","Bogazici University"
"cebraea","Central Bank Research Association - CEBRA"
"cebrkus","University of California-Berkeley"
"cebrrdk","Copenhagen Business School"
"cebruuk","Centre for Economic Policy Research (CEPR)"
"cebucpt","University of Coimbra"
"cebulbe","Free University of Brussels"
"cecaieg","Cairo University"
"cecanea","College of Economists of Cantabria"
"cecatcr","Tropical Agricultural Research and Higher Education Center"
"cecatit","Catholic University of the Sacred Heart"
"cecaucn","China Agricultural University"
"cecccea","College of Economists of Catalonia"
"cecemar","CEMA University"
"ceceues","San Pablo CEU University"
"cecgpru","Peoples Friendship University of Russia (RUDN)"
"cechakr","Changwon National University"
"cecituk","City University"
"ceclaus","Clarion University of Pennsylvania"
"cecleus","Clemson University"
"ceclges","Government of Castile and Leon"
"cecnafr","National Conservatory of Arts and Crafts"
"cecnges","Government of the Canary Islands"
"cecnukr","Chungnam National University"
"cecodes","Center for development Cooperation Research"
"cecolmx","College of Mexico"
"cecorea","College of Economists of A Coruna"
"cecossn","Government of Senegal"
"cecovng","Covenant University"
"cecp9fr","University of Paris 9"
"cecquau","Central Queensland University"
"cecsbus","California State University-Bakersfield"
"cecscus","California State University-Chico"
"cecsfus","California State University-Fresno"
"cecslus","California State University-Los Angeles"
"cecssus","California State University-Sacramento"
"cecstus","California State University-Stanislaus"
"cectgcn","China Three Gorges University"
"cectges","Government of Cantabria"
"cecurau","Curtin University"
"cedarau","Southern Cross University"
"cedarba","Center for Development Evaluation and Social Science Research"
"cedauau","Committee for Economic Development of Australia (CEDA)"
"cedbruk","Brunel University"
"ceddcus","Committee for Economic Development"
"cedddbg","Center for Economic Development"
"cedegus","University of Connecticut"
"cedejeg","Centre for social, Judicial and Economic Documentation and Studies"
"cederfr","Aix-Marseille University"
"cedeugr","European Union"
"cediaca","Research Chair in Intergenerational Economics"
"cedibuk","Brunel University"
"cedicve","Center for Education on Economic Knowledge"
"cedijfr","University of Burgundy"
"cedlncn","Dalian Nationalities University"
"cedlrea","College of Economists of La Rioja"
"cedluse","Lund University"
"cednyus","New York University (NYU)"
"cedonkr","Dongguk University"
"cedp2fr","University of Paris-East"
"cedreus","Drexel University"
"cedunuk","University of Dundee"
"ceduruk","Durham University"
"ceebuus","Boston University"
"ceecacn","Chinese Academy of Sciences"
"ceeccea","European Committee of Construction Economists"
"ceeceea","European Council of Construction Economists - CEEC"
"ceecnus","Christopher Newport University"
"ceecuus","East Carolina University"
"ceedbru","Eurasian Development Bank"
"ceeegpt","University of Minho"
"ceehwuk","Heriot-Watt University"
"ceeiblu","European Investment Bank (EIB)"
"ceekuus","Eastern Kentucky University"
"ceensfr","Paris-Saclay Higher Normal School"
"ceepaza","Center for Environmental Economics and Policy in Africa (CEEPA)"
"ceeppea","European Consortium on Landscape Economics - CEEP"
"ceerefr","Centre for Labour Studies"
"ceessuk","University of Essex"
"ceeucus","University of Cincinnati"
"ceeuhcu","University of La Habana"
"ceeupza","University of Pretoria"
"ceeuwat","University of Vienna"
"ceeuwpl","University of Warsaw"
"ceexges","Government of Extremadura"
"ceeymmx","Espinosa Yglesias Research Centre"
"cefauus","Florida Atlantic University"
"cefesit","University of Milan-Bicocca"
"cefgvec","Government of Ecuador"
"cefgvmx","Government of Mexico"
"cefighu","Center for Firms in the Global Economy (CEFIG)"
"cefirru","New Economic School (NES)"
"ceflblt","Bank of Lithuania"
"cefljsi","Center for Excellence in Finance"
"cefmabr","Federal University of Maranhao"
"ceforbr","University of Fortaleza"
"cefosse","University of Gothenburg"
"cefrous","Frostburg State University"
"cefslbe","Saint Louis University"
"cefsuus","Fayetteville State University"
"cefudcn","Fudan University"
"cegezsd","University of Gezira"
"cehankr","Hannam University"
"cehaykr","Hanyang University"
"cehebcn","Hebei University"
"cehencn","Henan Agricultural University"
"cehesfr","French School of Social Sciences"
"cehhsse","Stockholm School of Economics"
"cehitjp","Hitotsubashi University"
"cehnucn","Hunan University"
"cehssea","Canadian Network for Economic History - CNEH"
"cehuluk","University of Hull"
"cehwuuk","Heriot-Watt University"
"ceiaeec","National Institute for Higher Studies"
"ceiarro","Romanian Academy"
"ceibmbr","IBMEC Business School - Minas Gerais"
"ceibmpk","Institute of Business Management"
"ceibous","Conservation Economics Institute"
"ceibscn","China Europe International Business School"
"ceifpfr","IFP School"
"ceigvar","Government of Argentina"
"ceigvcn","Government of China"
"ceiiius","Competitive Enterprise Institute"
"ceilpar","Center for Labor Studies and Research - Program for Economic Research on Technology, Work and Employment"
"ceimpuk","Imperial College"
"ceinrfr","French National Institute for Agr"
"ceipfus","Purdue University Fort Wayne"
"ceiscpt","Lisbon University Institute"
"ceisein","Institute for Social and Economic Change (ISEC)"
"ceitamx","Autonomous Technological Institute of Mexico"
"ceitemx","Monterrey Institute of Technology and Higher Studies"
"cejavco","Javeriana Pontifical University"
"cejmuus","James Madison University"
"cejnucn","Jinan University"
"cejnuin","Jawaharlal Nehru University"
"cejsuus","Jacksonville State University"
"cekcluk","King's College London"
"cekhlbe","Leuven University College"
"cekookr","Kookmin University"
"cekthse","Royal Institute of Technology"
"cekubnl","Tilburg University"
"cekulbe","University of Leuven"
"cekwakr","Kwangju University"
"cekygus","Government of Kentucky"
"cekyokr","Kyonggi University"
"cekyskr","Kyungsung University"
"celasbr","La Salle University Center"
"celguse","University of Gothenburg"
"celidus","Congressional Economic Leadership Institute (CELI)"
"celseuk","London School of Economics (LSE)"
"celsisk","Central European Labour Studies Institute (CELSI)"
"celuiit","International Free University of Social Sciences Guido Carli"
"celumit","Maria Assunta Free University"
"cemaaar","CEMA University"
"cemaccf","Economic and Monetary Union in Central Africa"
"cemadea","College of Economists of Madrid"
"cemanuk","College of Estate Management"
"cemanus","Minnesota State University"
"cematjp","Matsuyama University"
"cemepbr","Methodist University of Piracicaba"
"cemfies","Center for Monetary and Financial Studies"
"cemilus","Millersville University"
"cemitus","Massachusetts Institute of Technology (MIT)"
"cemlamx","Centre for Latin American Monetary Studies"
"cemonau","Monash University"
"cemorus","Morehead State University"
"cemouus","University of Oklahoma"
"cemsocn","Shanghai Ocean University"
"cemtsus","Middle Tennessee State University"
"cemuges","Government of Murcia"
"cemunde","University of Munich"
"cemuppt","University of Porto"
"cemurea","College of Economists of Murcia"
"cenancn","Nankai University"
"cenavea","College of Economists of Navarra"
"cencgus","North Carolina Council on Economic Eduation (NCCEE)"
"cencucn","North China University of Technology"
"cendaar","Center for the Study of Argentinean Development"
"ceneapl","Centre for Economic Analysis"
"cenewus","The New School"
"cenfucn","Nanjing Forestry University"
"cengvin","Government of India"
"cengvus","Government of the United States"
"cenicfr","University of Nice Sophia Antipolis"
"cenihjp","Nihon University"
"cenitar","Center for Research on Transformation"
"cenjacn","Nanjing Agriculture University"
"cenjucn","Nanjing University"
"cenotuk","University of Nottingham"
"cenp1fr","University of Paris 1"
"cenporo","CENPO Public Policy Centre"
"censiit","Center for the Study of Social Investments"
"censwau","UNSW Sydney"
"centmde","CentMA International Center for Management, Communication and Research"
"cenuacn","Nanjing University of Aeroneautics and Astronautics"
"cenvgus","Government of Nevada"
"cenwpbr","Newton Paiva University Center"
"cenwscn","Northwest Agriculture and Forestry University"
"cenyuus","New York University (NYU)"
"ceoecfr","Organisation for Economic Co-operation and Development (OECD)"
"ceoiujp","Okinawa International University"
"ceomaus","University of Nebraska-Omaha"
"ceorfin","Observer Research Foundation"
"ceowuus","Ohio Wesleyan University"
"ceowvus","Center for Economic Options"
"cep10fr","University of Paris-Nanterre"
"cep13fr","University of Paris-13"
"cepaagh","Centre for Policy Analysis (CEPA)"
"cepaclk","Centre for Poverty Analysis (CEPA)"
"cepalbr","United Nations"
"cepaluy","United Nations"
"ceparau","UNSW Sydney"
"cepbsuk","University of Portsmouth"
"cepedfr","French Center for Population and Development"
"cepeebr","Center for Research in International Economics"
"cepeefr","National Economics and Statistics Schools Group"
"ceperea","College of Economists of Peru"
"cepetch","Federal Institute of Technology Zurich"
"cepetro","University of Petrosani"
"cepflch","Swiss Federal Institute of Technology of Lausanne"
"cepgvtw","Government of Taiwan"
"cephiuk","Bangor University"
"cepicpe","Graduate School for Business Administration"
"cepiifr","French Center in International Economics"
"cepoifr","University of Poitiers"
"cepotde","University of Potsdam"
"cepppcl","Center for Public Studies"
"ceprdus","Center for Economic and Policy Research (CEPR)"
"ceprefr","Center for Economic Research and its Applications"
"ceprhvn","Centre for Economic and Policy Research (CEPR)"
"ceprich","Council on Economic Policies (CEP)"
"ceprius","Princeton University"
"cepspbr","Center for Political Economy and New Developmentalism"
"cepssbe","Centre for European Policy Studies (CEPS)"
"cepsslu","Luxembourg Institute of Socio-Economic Research (LISER, CEPS/INSTEAD)"
"cepsufr","Paris-Saclay Higher Normal School"
"ceptous","Government of the United States"
"cepucpe","Catholic Pontifical University of Peru"
"cepurus","State University of New York-Purchase (SUNY)"
"ceradau","University of Adelaide"
"ceragfr","Alps University of Grenoble"
"cerasru","Russian Academy of Sciences (RAS)"
"cercabr","University of the Campanha Region"
"ceredcf","Economic Development Research Center"
"cereffr","Aix-Marseille University"
"cereqfr","Center for Research on Education, Training and Employment"
"ceresnl","CERES, Research School for Resource Studies for Development"
"ceresuz","Center on Economic Research and Reforms"
"cereuse","Centre for Environmental and Resource Economics"
"cerfcuk","University of Cambridge"
"cerffca","Canadian Employment Research Forum (CERF)"
"cergebe","University of Ghent"
"cerguse","University of Gothenburg"
"cergvfr","Government of France"
"cergwus","George Washington University"
"ceriica","Canadian Energy Research Institute (CERI)"
"cerikkr","Construction and Economy Research Institute of Korea (CERIK)"
"cerisbe","Centre for Russian International Socio-political and Economic Studies (CERISE)"
"cerisit","National Research Council"
"ceritjp","Ritsumeikan University"
"cerjemr","University of Nouakchott"
"cermafr","Toulouse Business School"
"cermibe","Centre for European Research in Microfinance (CERMi)"
"cermmit","CERM - Competitivity, Rules, Markets"
"cernafr","MINES ParisTech"
"cerocus","University of Rochester"
"cerp1fr","University of Paris 1"
"cerp9fr","University of Paris 9"
"cerplpk","Centre of Economic Research in Pakistan (CERP)"
"cerroit","Center for Europe Research"
"cersiit","University of Siena"
"cerspit","Center for Research and Social Progress"
"cerssbe","Catholic University of Louvain-la-Neuve"
"certofr","Le Mirail University of Toulouse"
"ceruccn","Renmin University of China"
"cesaaea","Contemporary European Studies Association of Australia - CESAA"
"cesabco","College for Higher Administrative Studies"
"cesacfr","University of Paris 1"
"cesagsn","CESAG Business School"
"cesalit","University of Salerno"
"cesankr","Sangji University"
"cesbgat","Salzburg University"
"cesbino","BI Norwegian Business School"
"cescacn","South China Agricultural University"
"cescdfr","Burgundy School of Business"
"cesddaz","Center for Economic and Social Development (CESD)"
"cesdscn","Shandong University of Science and Technology"
"cesducn","Shandong University"
"cesemus","Southeast Missouri State University"
"cesfrit","Rosselli Foundation"
"cesggea","Canadian Econometric Study Group - CESG"
"cesgvbf","Government of Burkina Faso"
"cesgvbj","Government of Benin"
"cesgves","Government of Spain"
"cesgvgn","Government of Guinea"
"cesgvlu","Government of Luxembourg"
"cesgvml","Government of Mali"
"cesgvne","Government of Niger"
"cesgvtd","Government of Tchad"
"cesgvuk","Government of the United Kingdom"
"cesgvus","Government of the United States"
"cesifde","CESifo"
"cesisit","University of Milan-Bicocca"
"cesjjus","Center for Economic and Social Justice (CESJ)"
"cesjsus","San Jose State University"
"cesnncn","Shaanxi Normal University"
"cesoauk","School of Oriental and African Studies (SOAS)"
"cesofbg","Sofia University St. Kliment Ohridski"
"cesp7fr","University of Paris 7"
"cesratr","Centre for Strategic Research and Analysis (CESRAN)"
"cess1ea","Chinese Economic Society - CES"
"cesspin","Centre for Experimental Social Sciences Nuffield - FLAME University"
"cesssea","French College of Health Economists"
"cesssin","Centre for Economic and Social Studies (CESS)"
"cestabr","Estacio de Sa University"
"cestauk","Staffordshire University"
"cestaus","Stanford University"
"cestruk","University of Strathclyde"
"cesucpt","University of Coimbra"
"cesuliq","University of Sulaimani"
"ceswucn","Southwest University"
"cetarmy","Tunku Abdul Rahman University"
"cetccea","Canadian Economic Theory Conference - CETC"
"cetcdie","Trinity College Dublin"
"ceteijp","Teikyo University"
"cetfifr","Aix-Marseille University"
"cetipsk","Centre for Transdisciplinary Studies of Institutions, Evolution and Policies"
"cetorit","University of Turin"
"cetrapt","University of Tras-os-Montes and Alto Douro"
"cetreit","University of Trento"
"cetufus","Tufts University"
"cetulus","Tulane University"
"ceuaamx","Autonomous University of Aguascalientes"
"ceuaaus","University of Alaska"
"ceuabus","University of Alabama-Birmingham"
"ceuacpt","University of the Azores"
"ceuagmq","University of the Antilles"
"ceubaiq","University of Baghdad"
"ceuccmx","Cristobal Colon University"
"ceucfus","University of Central Florida"
"ceuclcl","University of Chile"
"ceucous","University of Central Oklahoma"
"ceucpbr","Catholic University of Pernambuco"
"ceuctus","University of Connecticut"
"ceudeus","University of Delaware"
"ceuefbr","State University of Feira de Santana"
"ceufebr","Federal University of Espirito Santo"
"ceuffbr","Federal University of Fluminense"
"ceufgbr","Federal University of Goias"
"ceufmgt","Francisco Marroquin University"
"ceufpbr","Federal University of Parana"
"ceuibng","University of Ibadan"
"ceuicus","University of Illinois at Chicago"
"ceulave","University of the Andes"
"ceulbbr","Lutheran University of Brazil"
"ceulgbe","University of Liege"
"ceulles","University of La Laguna"
"ceumnus","University of Minnesota-Duluth"
"ceumsus","University of Missouri-St. Louis"
"ceumuse","University of Umea"
"ceuneau","University of Queensland"
"ceunire","University of Reunion"
"ceunius","University of Northern Iowa"
"ceunkus","University of Nebraska-Kearney"
"ceunlec","National University of Loja"
"ceunous","University of New Orleans"
"ceunrus","University of Nevada-Reno"
"ceuntus","University of North Texas"
"ceuorcu","Eastern University"
"ceuplph","University of the Philippines at Los Baños"
"ceuqrmx","University of Quintana Roo"
"ceurjbr","University of the Joinville Region"
"ceusaza","University of South Africa (UNISA)"
"ceusbve","Simon Bolivar University"
"ceuscbr","University of the South of Santa Catarina"
"ceuscus","University of Southern California"
"ceusich","University of Lugano"
"ceuspbr","University of Sao Paulo"
"ceuspro","Spiru Haret University"
"ceutcth","University of the Thai Chamber of Commerce"
"ceutlpt","University of Lisbon"
"ceutxus","University of Texas-Austin"
"ceuucpt","University of Coimbra"
"ceuvanl","University of Amsterdam"
"ceuvaus","University of Virginia"
"ceuwibb","University of the West Indies"
"ceuwrus","University of Wisconsin-River Falls"
"ceuwsus","University of Wisconsin-Superior"
"cevasmx","Vasconcelos University"
"cevcuus","Virginia Commonwealth University"
"cevsqfr","University of Versailles and Saint-Quentin-en-Yvelines"
"cewfuus","Wake Forest University"
"cewhucn","Wuhan University of Technology"
"cewicus","Wichita State University"
"cewinus","Winthrop University"
"cewrius","Wright State University"
"cewwuus","Western Washington University"
"cexmucn","Xiamen University"
"ceyancn","Yantai University"
"ceynucn","Yunnan University"
"ceyoruk","University of York"
"cezhecn","Zhejiang University"
"cezkmal","Catholic University Our Lady of Good Counsel"
"cezufcn","Zhejiang University of Finance and Economics"
"cfaecuk","Centre for Associative Economics"
"cfareea","Council of Food, Agricultural and Resource Economics - C-FARE"
"cfareus","Council on Food, Agricultural, and Resource Economics (C-FARE)"
"cfasero","Bucharest Academy of Economic Studies"
"cfbchmd","College of Finance and Banking"
"cfbiltr","Istanbul Bilgi University"
"cfbrkus","University of California-Berkeley"
"cfcamuk","University of Cambridge"
"cfcatit","Catholic University of the Sacred Heart"
"cfcaucn","China Agricultural University"
"cfcgvmx","Government of Mexico"
"cfcovuk","Coventry University"
"cfcspus","California State Polytechnic University"
"cfdeaau","Deakin University"
"cfeaudk","Aarhus University"
"cfecset","Ethiopian Civil Service University"
"cfeeeca","Canadian Foundation for Economic Education (CFEE)"
"cfentkr","Center for Free Enterprise"
"cfepfch","Swiss Federal Institute of Technology of Lausanne"
"cfepsus","University of Missouri-Kansas City"
"cfevopt","University of Evora"
"cffcutw","Feng Chia University"
"cffunbe","University of Namur"
"cfgeous","Georgetown University"
"cfgovpe","Government of Peru"
"cfheich","Institute des Hautes Études Internationales et du Développement"
"cfhencn","Henan University"
"cfhuuse","University of Uppsala"
"cfiarro","Romanian Academy"
"cfifsuk","Institute for Fiscal Studies (IFS)"
"cfiguse","University of Gothenburg"
"cfisgch","University of St. Gallen"
"cfitemx","Monterrey Institute of Technology and Higher Studies"
"cfkiskp","Kim Il Sung University"
"cfkoede","University of Cologne"
"cflanuk","Lancaster University"
"cfmseau","Centre for Marine Socioecology"
"cfmspfr","Sciences Po"
"cfmunde","University of Munich"
"cfnotuk","University of Nottingham"
"cfnyenl","Nyenrode Business University"
"cfokuus","University of Oklahoma"
"cfovies","University of Oviedo"
"cfpfrch","University of Fribourg"
"cfpgvpt","Government of Portugal"
"cfpgvus","Government of the United States"
"cfppaus","Commonwealth Foundation for Public Policy Alternatives"
"cfrbdus","Federal Reserve Bank of Dallas"
"cfrblus","Federal Reserve Bank of St. Louis"
"cfrbmus","Federal Reserve Bank of Minneapolis"
"cfrdguk","University of Reading"
"cfrefuk","Centre for Reform"
"cfrencn","Renmin University of China"
"cfsbscn","Shanghai Business School"
"cfsdouk","Centre for Sustainable Design"
"cfsesau","Victoria University"
"cfsgvky","Government of the Cayman Islands"
"cfsnyus","Center for Financial Stability"
"cfspcus","Consortium on Financial Systems and Poverty (CFSP)"
"cfsuuse","University of Uppsala"
"cfswucn","Southwestern University of Finance and Economics (SWUFE)"
"cftgvus","Government of the United States"
"cftride","University of Trier"
"cfuabro","1 December 1918 University in Alba Iulia"
"cfucdie","University College Dublin"
"cfunlar","National University of La Plata"
"cfuoagr","National and Kapodistrian University of Athens"
"cfutlpt","University of Lisbon"
"cfvghvn","CFVG"
"cgaccea","Certified General Accountants Association of Canada - CGA"
"cgakgus","Government of Alaska"
"cgbrkus","University of California-Berkeley"
"cgcbsdk","Copenhagen Business School"
"cgceeea","Council of Spanish Economists"
"cgcfrus","Council on Foreign Relations"
"cgddcus","Growth Dialogue"
"cgdevus","Center for Global Development (CGD)"
"cgdguse","University of Gothenburg"
"cgenyus","New York University (NYU)"
"cgep9fr","University of Paris 9"
"cgeuunl","University of Utrecht"
"cgideea","Charles Gide Association of the Study of Economic Thought"
"cgkoede","University of Cologne"
"cgmanuk","University of Manchester"
"cgmptfr","MINES ParisTech"
"cgnancn","Nankai University"
"cgnotuk","University of Nottingham"
"cgpgvfr","Government of France"
"cgqmwuk","Queen Mary University of London"
"cgsducn","Shandong University"
"cgsusuk","University of Sussex"
"cgtesus","Stony Brook University - SUNY"
"cgubaar","University of Buenos Aires"
"cgucluk","University College London (UCL)"
"cgucrus","University of California-Riverside"
"cgunlpt","Nova University of Lisbon"
"cgupves","Polytechnic University of Valencia"
"cgutlpt","University of Lisbon"
"cgyonkr","Yonsei University"
"chanuau","Australian National University"
"charmea","Conference on Historical Analysis & Research in Marketing Association - CHARM"
"chathuk","Chatham House"
"chcamuk","University of Cambridge"
"chccait","University of Turin"
"chchuth","Chulalongkorn University"
"chcituk","City University"
"chdukus","Duke University"
"cheirea","International Society for the History of Behavioral and Social Sciences - Cheiron"
"chepaca","McMaster University"
"cheraea","Canadian Health Economists' Study Group - CHESG-GECES"
"cherhde","University of Hannover"
"cheuabe","University of Antwerp"
"chglauk","University of Glasgow"
"chgriau","Griffith University"
"chhamde","University of Hamburg"
"chhhsse","Stockholm School of Economics"
"chhseru","National Research University Higher School of Economics"
"childit","Centre for Household, Income, Labour and Demographic Economics (CHILD)"
"chimpuk","Imperial College"
"chlseuk","London School of Economics (LSE)"
"chmanuk","University of Manchester"
"chmelau","University of Melbourne"
"chmonau","Monash University"
"chorduk","University of Wolverhampton"
"chpimuk","Imperial College"
"chprius","Princeton University"
"chqbuus","Boston University"
"chqubuk","Queen's University"
"chranus","RAND"
"chrosus","Ohio State University"
"chseouk","Oxford University"
"chshsru","National Research University Higher School of Economics"
"chsphus","University of Medicine and Dentistry of New Jersey"
"chstauk","University of St. Andrews"
"chuabus","University of Alabama-Birmingham"
"chuclus","University of California-Los Angeles (UCLA)"
"chuctus","University of Connecticut"
"chunmus","University of New Mexico"
"chupaus","University of Pennsylvania"
"chuscus","University of Southern California"
"chusyau","University of Technology Sydney"
"chuwitt","University of the West Indies"
"chuwoca","University of Western Ontario"
"chyoruk","University of York"
"ciadhmx","Center for Research on Food and Development"
"ciajmbo","Juan Misael Saracho Autonomous University"
"cialbus","State University of New York-Albany (SUNY)"
"cialgpt","University of Algarve"
"ciancit","Polytechnic University of Marche"
"ciandco","University of the Andes"
"ciantco","Antioquia University"
"ciaphfr","Interdisciplinary Center for the Analysis of Human and Social Processes"
"ciarges","Government of Aragon"
"ciasbdk","Aarhus University"
"ciattpa","Inter-American Center of Tax Administrations"
"ciaubba","American University in Bosnia and Herzegovina"
"cibamuk","University of Cambridge"
"ciberus","The Clute Institute"
"cibnucn","Beijing Normal University"
"cicamuk","University of Cambridge"
"cicemar","CEMA University"
"cicerno","University of Oslo"
"cicevco","University of Valle"
"cicguus","Claremont Graduate University"
"cichpmx","Autonomous University of Chapingo"
"cicolus","Columbia University"
"cicseit","Interuniversity Centre of Economic Growth and Development"
"cicwzde","Social Science Research Center"
"cidaaca","Government of Canada"
"cideeit","Interuniversity Centre of Econometrics"
"cideemx","Center for Research and Teaching  of Economics"
"cidefea","Chartered Institute of Development Finance - CIDEF"
"cidemit","Sapienza University of Rome"
"cidinnl","Radboud University of Nijmegen"
"cieabar","Interdisciplinary Center for Agricultural Studies"
"cieadau","University of Adelaide"
"cieafco","EAFIT University"
"ciecamx","Research Center for Comparative Studies in Latin America"
"ciedbru","Eurasian Development Bank"
"ciedebo","Center of Economic Research for Development"
"ciedlar","Interdisciplinary Center for Latin American Development Studies"
"cieduuy","Uruguay Interdisciplinary Center for Development Studies"
"ciegvvn","Government of Vietnam"
"ciekudk","University of Copenhagen"
"ciemhvn","Central Institution for Economic Management (CIEM)"
"ciemmcu","Center for Research on the World Economy"
"cieplcl","Corporation for the Study of Latin America"
"ciepmir","Center for Iranian Economic Progress"
"ciepmmx","Center for Economic and Fiscal Research"
"cierrtw","Chung-Hua Institution for Economic Research"
"ciesrge","Caucasian Institute for Economic and Social Research (CIESR)"
"ciessbe","Catholic University of Louvain-la-Neuve"
"ciessit","Interuniversity Centre for Experimental Economics"
"ciesspe","Consortium of Economic and Social Research"
"cieubar","University of Buenos Aires"
"ciforus","Fordham University"
"cifraar","Center for Research and Studies of the Republic of Argentina"
"cigiica","Centre for International Governance Innovation (CIGI)"
"ciharus","Harvard University"
"ciheich","Institute des Hautes Études Internationales et du Développement"
"cihhjse","Jonkoping University"
"cihitjp","Hitotsubashi University"
"cihseru","National Research University Higher School of Economics"
"ciiceco","Icesi University"
"ciimacy","Cyprus International Institute of Management (CIIM)"
"ciiplpt","Polytechnic Institute of Leiria"
"ciitamx","Autonomous Technological Institute of Mexico"
"cijnuin","Jawaharlal Nehru University"
"cijuppt","University of Porto"
"cikausa","King Abdulaziz University"
"cikhukr","Kyung Hee University"
"cileaes","Latin-America Europe Research Center"
"cimarde","University of Marburg"
"cimfaru","Financial University under the Government of the Russian Federation"
"cimmymx","International Maize and Wheat Improvement Center"
"cimpain","Chandragupt Institute of Management Patna (CIMP)"
"cimsses","Salvador Soler Foundation for a Fair World"
"cinchde","University of Duisburg-Essen"
"cinefit","University of Genoa"
"cinveuy","Centre for Economic Research"
"ciogvbh","Government of Bahrain"
"cipadde","Paderborn University"
"cipaemx","Popular Autonomous University of Puebla State"
"cipeeus","Center for International Private Enterprise (CIPE)"
"cipfaea","Chartered Institute for Public Finance and Accountancy - CIPFA"
"cipgvom","Government of Oman"
"cipitus","University of Pittsburgh"
"cippear","Center for the Implementation of Public Policies promoting Equity and Growth"
"ciradfr","Agricultural Research Centre for International Development"
"ciranca","Center for Interuniversity Research and Analysis on Organizations"
"circlse","Lund University"
"ciredfr","International Research Center on the Environment and Development"
"ciremfr","French Center in International Economics"
"cirencn","Renmin University of China"
"cirepdo","Center for Research on International Economic and Political Relations"
"ciretch","Centre for International Research on Economic Tendency Surveys (CIRET)"
"ciretit","Interdisciplinary Research Center "Ezio Tarantelli""
"cirguuk","Robert Gordon University"
"cirgvir","Government of Iran"
"ciriees","International Center of Research and Information on the Public and Cooperative Economy"
"cirosit","Sapienza University of Rome"
"cirpeca","Research Center on Risk, Economic Stakes and Public Policy"
"cirtebe","Catholic University of Louvain-la-Neuve"
"cirtoca","University of Toronto"
